"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"A50","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","detection recall vs oracle entities","entity matches @ IoU 0.75","15","53","15/53","IoU >= 0.75","delivered","n/a","development scene","runs/phase8_c1/ms02/replica_room_2_exact_eval.json","untracked (runs/ is gitignored); repo HEAD c8e200d","SOURCE NOT TRACKED (runs/ and data/ are gitignored). n_entity_matches_at_iou['0.75'] = 15."
"A51","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","failure attribution (composition-stage outcome)","failure class: recovered","18","53","18","IoU >= 0.50 for 'recovered'","delivered","four-way partition","development scene","docs/c1_closeout.md","a519a8f","Failure classification table; four classes sum to 53. Composition-stage outcome, NOT proposal coverage."
"A52","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","failure attribution (composition-stage outcome)","failure class: merged","22","53","22","n/a","delivered","four-way partition","development scene","docs/c1_closeout.md","a519a8f","Of these 22, 1 had a viable individual raw mask (n_merged_with_viable_raw_proposal = 1, gitignored runs/phase8_c1/ms02/room_2_failure_classes.json)."
"A53","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","failure attribution (composition-stage outcome)","failure class: lost_by_resolver","1","53","1","n/a","delivered","four-way partition","development scene","docs/c1_closeout.md","a519a8f","Failure classification table. room_2 is the only one of the three scenes with a non-zero resolver loss."
"A54","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","failure attribution (composition-stage outcome)","failure class: no_raw_proposal","12","53","12","n/a","delivered","four-way partition","development scene","docs/c1_closeout.md","a519a8f","Failure classification table. docs/c1_m2_protocol.md (75960d2) records a correction: an earlier paragraph 'over-read no_raw_proposal=1 as ""52/53 viable""' — that reading was wrong."
"A55","Replica (Phase 8)","room_2","C1 / Mask3D raw masks (pre-composition), @0.2 bundle","raw proposal viability","entities with a viable individual raw mask @ IoU 0.50","20","53","20/53","IoU >= 0.50, single raw mask","proposal_ceiling","Segment3D 30/53; vs Mask3D delivered 18/53","development scene","docs/c1_closeout.md","a519a8f","CEILING, NOT DELIVERED. Also stated in docs/c1_m2_protocol.md ('entities with a viable individual raw mask | 20/53') and docs/c1_p1_multiview_proposals_protocol.md ('Mask3D's 20/53 viable raw masks'). 'Mask3D wastes 2' viable masks in composition (n_viable_raw_not_recovered = 2)."
"A56","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 saved raw masks, ORACLE-GUIDED selection","composition ceiling (stage 0, oracle-guided diagnostic)","entity recall @ IoU 0.50, best-single-mask selection ceiling","20","53","0.38 (20/53)","IoU >= 0.50","proposal_ceiling","Mask3D delivered 0.34 (18/53); Segment3D best-single 0.57 (30/53)","development scene","docs/c1_composition_ceiling.md","98b73eb","ORACLE-GUIDED ACHIEVABILITY BOUND — the doc states it is 'a diagnostic, not a composer and not a deployable result'. Do not quote as delivered performance."
"A57","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 saved raw masks, ORACLE-GUIDED greedy union","composition ceiling (stage 0, oracle-guided diagnostic)","entity recall @ IoU 0.50, greedy union ceiling (<=2, <=3, and unlimited <=8 all identical)","—","53","0.38","IoU >= 0.50; unions of 2, 3, and up to 8 masks","proposal_ceiling","best single mask 0.38; delivered 0.34","development scene","docs/c1_composition_ceiling.md","98b73eb","ORACLE-GUIDED. The table gives 0.38 for all three union rows without restating the fraction. Doc's finding: 'Unions add ZERO recall at IoU 0.5 on both backends.' 171 saved Mask3D masks."
"A58","Replica (Phase 8)","room_2","C1 / Mask3D @0.2, ORACLE-GUIDED joint selection materialized through the frozen resolver","joint + task-level ceiling (stage 0b)","entity matches @ IoU 0.50, Mask3D joint ceiling","19","53","19/53","IoU >= 0.50","proposal_ceiling","Mask3D delivered 18/53; Segment3D joint ceiling 30/53","development scene","docs/c1_m2c_protocol.md","98b73eb","ORACLE-GUIDED CEILING. The same anchors table gives the Mask3D joint-ceiling QA row as micro-P 1.00 / micro-R 0.24 / support 2/20 / floor 10/13 / edges 108 — i.e. IDENTICAL QA to Mask3D delivered despite +1 entity. Note this 19/53 differs from the stage-0 best-single-mask 20/53 (different measurement: joint materialization through the resolver vs per-entity optimum)."
"A59","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2 (oracle labels + surfaces injected)","downstream QA vs human-verified key","uid micro-P vs human key","—","—","1.00","n/a","identity_oracle","A 0.95; Segment3D delivered 0.53; Segment3D joint ceiling 0.93","development scene; key human_verified by project_owner 2026-07-31","docs/c1_m2c_protocol.md","98b73eb","'Mask3D delivered @0.2 (reference backend)' row. Same 1.00 in docs/c1_p2_composer_protocol.md, docs/c2_matched_labels_protocol.md, docs/results_narrative.md and docs/mvp_walkthrough.md. No artifact states the underlying fraction; gitignored runs/mvp_v0/replica_room_2_mvp.json gives per-relation n_cited 0/0/2/10 and n_hit 0/0/2/10."
"A60","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2 (oracle labels + surfaces injected)","downstream QA vs human-verified key","uid micro-R vs human key","—","49","0.2449","n/a","identity_oracle","A 0.4082 (representational ceiling); Segment3D delivered 0.18; joint ceiling 0.29; C1-P2 oracle ceiling 0.2653","development scene","docs/c1_p2_composer_protocol.md","32fb4ee","Stated as 0.2449 in the 'Frozen QA anchors' table and the P2.0 results table; ROUNDED to 0.24 in docs/c1_m2c_protocol.md and docs/results_narrative.md, to 0.245 in docs/c2_matched_labels_protocol.md. Denominator 49 is explicitly stated in docs/c1_composition_ceiling.md (98b73eb): 'QA micro-P/R over the exhaustive answer questions of eval/questions/phase8/replica_room_2_qa.json; 49 expected members total'. Numerator not stated as an integer anywhere."
"A61","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA vs human-verified key","support-answer hits (ON_ENTITY_SURFACE)","2","20","2/20","n/a","identity_oracle","A 5/20; Segment3D delivered 2/20; Segment3D joint ceiling 5/20; C1-P2 oracle ceiling 3/20","development scene","docs/c1_m2c_protocol.md","98b73eb","Denominator 20 corroborated by tracked eval/questions/phase8/replica_room_2_qa.json (Q05 table 5 + Q07 shelf 15). docs/c1_composition_ceiling.md finding 3: the other 15 support answers are lost to downstream representation (AABB/allowlist semantics), not to segmentation — variant A also reaches only 5/20."
"A62","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA vs human-verified key","floor hits (SUPPORTS_FLOOR)","10","13","10/13","n/a","identity_oracle","A 13/13; Segment3D delivered 7/13; Segment3D joint ceiling 9/13","development scene","docs/c1_m2c_protocol.md","98b73eb","Same value in docs/c1_p2_composer_protocol.md. Denominator 13 corroborated by tracked eval/questions/phase8/replica_room_2_qa.json Q01 and by n_expected=13 in gitignored runs/mvp_v0/replica_room_2_mvp.json (which also gives n_cited=10, precision 1.0)."
"A63","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA vs human-verified key","attached hits (ATTACHED_TO)","0","14","0/14","2 cm ATTACHED_TO band","identity_oracle","A 1/14; Segment3D delivered 0/14; joint ceiling 0/14; C1-P2 oracle ceiling 0/14","development scene","docs/c1_p2_composer_protocol.md","32fb4ee","C1 reference row of the P2.0 table. docs/c1_composition_ceiling.md finding 5: 'Attachment is not a segmentation problem' — even oracle-box variant A scores 1/14. Denominator 14 corroborated by tracked eval/questions/phase8/replica_room_2_qa.json Q04."
"A64","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA — graph size","graph edges","127","—","127","n/a","identity_oracle","A 518; Segment3D delivered 645; Segment3D joint ceiling 203; Mask3D joint ceiling 108","development scene","docs/c1_m2c_protocol.md","98b73eb","'Measured anchors' table, Mask3D delivered @0.2 row."
"A65","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2 (oracle labels injected)","downstream QA vs human-verified key","semantic citation","23","23","1.00 (23/23)","n/a","identity_oracle","C2 (learned labels) 0.619 (13/21)","development scene","docs/c2_matched_labels_protocol.md","4f38766","C1 = 1.0 BY CONSTRUCTION (scorer self-check). Denominator 23 = uid-correct citations; NOTE the C2 row's denominator is 21, not 23 — different denominators, do not compare the fractions directly."
"A66","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA vs variant B (NOT the human key)","answer micro-recall vs B","—","—","0.39","n/a","identity_oracle","B = reference answer set","development scene","docs/c1_closeout.md","a519a8f","Headline table. Unrounded in gitignored runs/phase8_c1/ms02/replica_room_2_c1_run.json: micro_recall_vs_B = 0.38596491228070173; micro_precision_vs_B = 0.9565217391304348. DIFFERENT KEY from the 0.2449 human-key uid micro-R."
"A67","Replica (Phase 8)","room_2","C1 arm on frozen Mask3D @0.2","downstream QA vs variant B","support-answer recall vs B","1","6","0.17 (1/6)","n/a","identity_oracle","B reference","development scene","docs/c1_closeout.md","a519a8f","Headline table. Denominator 6 = n_support_answers_B. DISTINCT from the human-key support hits 2/20 — different key AND different denominator; do not merge."
"A68","Replica (Phase 8)","room_2","C1 / Mask3D @0.2 frozen ms02","detection recall, support-owner class slice","support-OWNER recall @ IoU 0.50","10","10","1.00 (10)","IoU >= 0.50, classes {table, desk, shelf, counter, stool, bench, sofa, chair, plant-stand}","delivered","n/a","development scene","docs/c1_closeout.md","a519a8f","Headline table. Measures recovery of the SUPPORTING furniture only, NOT the items on them. Corroborated by gitignored ms02 exact_eval support_owner.n_oracle_objects=10, recall_at_iou['0.5']=1.0 (['0.75']=0.9)."
"A69","Replica (Phase 8)","office_0 + room_1 + room_2 + frl_apartment_0 (range across the four C1 scenes; NOT a per-scene value)","C1 / Mask3D @0.2 frozen ms02","instance matching vs oracle — boundary quality of matched instances","median matched IoU (range across four scenes)","—","—","0.80–0.89","n/a","delivered","n/a","mixed (all four C1 scenes)","docs/c1_closeout.md","a519a8f","THE ONLY MEDIAN-IoU FIGURE STATED ANYWHERE. Quoted verbatim: 'Matched-instance boundary quality is high (median matched IoU 0.80–0.89) but describes only the found objects; it does not offset the missing tail.' The source does NOT say (a) which scene contributes which endpoint, (b) whether the median is over all any-overlap matches or entity-only matches, or (c) which operating point. Per-scene medians are NOT persisted: tools/c1_exact_eval.py computes np.median over report['matches'] but only prints it to stdout — it is absent from every JSON report. See the 'unavailable' entries."
"A70","Replica (Phase 8)","office_0","C2 arm — SAME frozen Mask3D @0.2 instances, zero-shot CLIP learned labels (evaluation-only)","downstream QA vs human-verified key","semantic citation","5","16","0.3125 (5/16)","n/a","identity_oracle","C1 (oracle labels) 1.0 (16/16)","transfer measurement, run once after C2 optimization was stopped","docs/c2_matched_labels_protocol.md","4f38766","Included because C2 shares the IDENTICAL frozen ms02 instance boundaries and appears in the same tables as the C1 rows. C2 uid micro-R on office_0 is 0.0 and support hits 0 — identical to C1, because C1 coverage already removed the relevant answers. C2 label top-1 = 0.250 (4/16); support-slice top-1 = 0.286 (2/7)."
"A71","Replica (Phase 8)","room_1","C2 arm — SAME frozen Mask3D @0.2 instances, CLIP learned labels (evaluation-only)","downstream QA vs human-verified key","semantic citation","6","12","0.500 (6/12)","n/a","identity_oracle","C1 (oracle labels) 1.00 (12/12)","see room_1 holdout caveat","docs/c2_matched_labels_protocol.md","4f38766","C2 uid micro-P/R on room_1 are identical to C1 (0.571 / 0.114). The doc warns: room_1's 'zero downstream delta' is a MEMBERSHIP statement only — 'half of its uid-correct citations verbalize a wrong label'. C2 label top-1 = 0.500 (11/22)."
"A72","Replica (Phase 8)","room_2","C2 arm — SAME frozen Mask3D @0.2 instances, CLIP learned labels (evaluation-only)","downstream QA vs human-verified key","uid micro-R vs human key","—","49","0.204","n/a","identity_oracle","C1 (oracle labels) 0.245","development scene","docs/c2_matched_labels_protocol.md","4f38766","C2 support hits drop to 0 (C1: 2). Doc's cause: 'room_2's shelf misread as ""vent"" removed the shelf as a support anchor, erasing both support hits (R 0.245 -> 0.204)'. Semantic citation 0.619 (13/21); label top-1 0.571 (12/21); support-slice top-1 0.90 (9/10). Denominator 49 as for the C1 row."
"B01","Replica","room_2","Mask3D raw masks from the frozen ms02 bundle (OpenMask3D 3bc3fc52 mask stage, MIN_SCORE=0.2, min_vertices=20); 171 raw masks","proposal bank, pre-composition; oracle-evaluated best-single-proposal ceiling","oracle entities with at least one viable single proposal at vertex IoU >= 0.50","20","53","20/53","vertex IoU >= 0.50, best single proposal (no union, no composition)","proposal_ceiling","room_2 @IoU0.50, denominator 53 non-structural oracle entities","development scene; frozen anchor declared in the protocol BEFORE any P1 inference, and hard-asserted by the evaluator at run time","docs/c1_p1_multiview_proposals_protocol.md","f5737dd","CLAIM VERIFIED (claimed 20/53). Stated in the protocol's 'Frozen anchors' table (line 38) and in G1's parenthetical (line 166). Independently corroborated by docs/c1_closeout.md line 71 ('a viable individual raw mask for 13/47, 20/53, 21/45, 53/194 entities', schema v2) and docs/c1_composition_ceiling.md line 31 ('best single mask (selection) 0.38 (20/53)'). The primary_source_artifact .md IS git-tracked at f5737dd; source_is_tracked=false is set per the source-precedence rule because the machine-generated report is gitignored: runs/phase8_c1p1/replica_room_2_eval.json (field viable_mask3d: 20), matched by .gitignore:12 'runs/'. No committed JSON report of this number exists anywhere in the repo (eval/ contains none). Denominator 53 = oracle entities whose class is not in STRUCTURAL_OR_DROPPED = (floor, wall, ceiling, undefined, non-plane, plane), per tools/c1_exact_eval.py:55 and tools/c1p1_eval.py:99. DO NOT confuse with Mask3D's DELIVERED room_2 number 18/53 (docs/c1_closeout.md line 44) - that is a different scope."
"B02","Replica","room_2","C1-P1 alone: SAM 2.1 Hiera-L automatic masks over 40 fixed gravity-aligned point-splat renders, lifted via per-pixel vertex-id buffers, fused by cross-view co-membership over raw-mesh edges; bank of 534 proposals","proposal bank, pre-composition; oracle-evaluated best-single-proposal ceiling","oracle entities with at least one viable single proposal at vertex IoU >= 0.50","25","53","25/53","vertex IoU >= 0.50, best single proposal (no union, no composition)","proposal_ceiling","room_2 @IoU0.50, denominator 53 non-structural oracle entities","development scene; generator settings frozen in advance (protocol drafted 7f04137, preparation freeze with checkpoint sha f373791, both BEFORE the Stage-1 verdict commit 6268de3)","docs/c1_p1_multiview_proposals_protocol.md","f5737dd","CLAIM VERIFIED (claimed 25/53). Stated in the Stage-1 verdict table line 234: 'G1 pooled viable @0.5 | >= 30/53 | 33/53 (Mask3D 20, P1 alone 25)'. Independently corroborated by two other tracked docs: docs/selector_v0_results.md line 76 (P1 bank, room_2 dev, n=534, ceiling 25/53) and docs/arkitscenes_mask_coverage_protocol.md line 173 and line 295 ('Replica 0.95 ceiling @IoU 0.50 = 25/53', 534 proposals, 46.5% occupied coverage). Machine-generated corroboration is gitignored: runs/phase8_c1p1/replica_room_2_eval.json field viable_p1_alone: 25. NOTE: P1-alone is REPORTED ONLY - no protocol gate is set on it (G1 gates pooled). This is an oracle-evaluated upper bound on a 534-proposal bank; nothing was ever composed or delivered from it."
